Order_ID,Order_Date,Customer_Name,Segment,Region,State,Category,Sub_Category,Sales,Quantity,Discount,Profit
277164,2022-03-15,Vishal,Corporate,North,Maharashtra,Clothing,Shoes,6920.4886494501525,2,0.4072570152151528,8452.911041616944
910201,2022-03-20,Rahul,Corporate,South,Gujarat,Electronics,Chair,40028.53410217772,9,0.033322860959103084,12793.254834359152
393313,2022-04-21,Amit,Corporate,North,Tamil Nadu,Electronics,Chair,12528.414942604306,9,0.4717862847335285,-1380.5516767223094
605740,2023-02-16,Neha,Home Office,West,Gujarat,Electronics,Phone,23577.039587296356,1,0.25415825013915966,10544.345931665504
387710,2022-05-09,Neha,Corporate,South,Tamil Nadu,Electronics,Shoes,26537.27134598775,1,0.40163251643003683,497.8340267138301
455249,2023-09-28,Vishal,Home Office,East,Karnataka,Electronics,Shirt,49969.978063404196,9,0.10548865190066481,19064.680866883336
619165,2022-08-31,Rahul,Corporate,West,Delhi,Clothing,Chair,19380.903227237603,1,0.07928820781701945,4052.144635155166
912353,2022-07-05,,Corporate,West,Karnataka,Electronics,Shirt,30151.148772570927,4,0.4385541573257846,10711.355684864813
517972,2022-06-23,Amit,Home Office,East,Maharashtra,Electronics,Chair,,9,0.18824657442516618,19196.0038915142
671107,2023-07-26,Neha,Consumer,West,Delhi,Clothing,Laptop,23675.003829595385,8,0.32454846891852607,-3709.98125881926
975352,2022-11-29,Sneha,Consumer,West,Tamil Nadu,Furniture,Laptop,3827.995150807619,4,0.1997586983320393,-3362.8383171584214
677506,2023-10-22,Vishal,Corporate,West,Tamil Nadu,Electronics,Table,15000.565840496349,2,0.4244907470340409,-4457.985135054297
406604,2022-09-16,Sneha,Consumer,West,Maharashtra,Electronics,Chair,18954.815472627903,9,0.15690308493401722,3747.653018368339
919407,2023-03-26,,Corporate,East,Gujarat,Furniture,Chair,17824.93282901822,8,0.3465148646840174,5070.029231767885
847567,2022-03-30,Rahul,Corporate,East,Tamil Nadu,Clothing,Laptop,31026.969459581585,9,0.13311724366522376,13552.665291322934
442424,2023-05-31,Amit,Consumer,East,Gujarat,Electronics,Shirt,12403.569005942627,8,0.40149112631772865,5106.6294439645735
554581,2023-06-09,Amit,Corporate,West,Tamil Nadu,Furniture,Shirt,27784.153752403774,9,0.42948420014584293,16.1383534204042
367688,2023-03-12,Rahul,Consumer,West,Karnataka,Furniture,Shirt,28040.401490335997,5,0.4703693805754095,18348.941904524392
243748,2022-07-02,Rahul,Consumer,South,Maharashtra,Electronics,Shirt,44742.965466545356,7,0.45573951849044075,1481.3348376801641
167300,2022-04-10,Karan,Consumer,East,Karnataka,Electronics,Laptop,37456.389913907326,7,0.07542212578907376,4605.251607334387
516441,2022-12-18,Rahul,Consumer,North,Delhi,Furniture,Chair,36132.53624956354,7,0.0711391826107845,14329.428392019814
288751,2022-06-11,Priya,Home Office,South,Tamil Nadu,Electronics,Chair,16162.89400577171,3,0.08584186901429736,6764.033879871349
790885,2023-08-02,Vishal,Home Office,South,Gujarat,Electronics,Shoes,18120.569778103807,3,0.33485488456541357,13458.461026991714
497745,2023-04-05,Vishal,Consumer,North,Tamil Nadu,Furniture,Phone,19913.124111857695,7,0.3196559174889415,5467.22951139904
242412,2023-11-14,Vishal,Corporate,South,Maharashtra,Furniture,Phone,25670.457280090177,3,0.4647202542161524,19599.88133835389
383028,2022-06-25,Rahul,Consumer,North,Gujarat,Clothing,Laptop,7260.457283651258,4,0.4239856435187277,1725.6888871780884
630799,2023-01-16,Sneha,Consumer,North,Gujarat,Clothing,Laptop,20804.92513878218,8,0.026717715068216297,1382.9439483450851
134084,2023-03-19,Neha,Corporate,North,Maharashtra,Clothing,Phone,25156.63262709837,3,0.21428471747579492,6289.560137564231
943224,2022-03-16,Amit,Consumer,East,Karnataka,Electronics,Laptop,44543.349670008654,9,0.0438031723813177,-754.339352313872
870663,2022-01-04,Rahul,Consumer,South,Tamil Nadu,Electronics,Phone,13757.89151154724,8,0.0038255531269587584,-1456.611386256297
173861,2023-12-03,Sneha,Home Office,North,Maharashtra,Clothing,Laptop,43667.53052451128,7,0.2519663097885007,
692656,2023-10-21,Vishal,Consumer,West,Tamil Nadu,Electronics,Table,20511.57491982191,7,0.05399464576579133,14904.251399474899
183793,2023-03-08,Vishal,Consumer,West,Tamil Nadu,Furniture,Shoes,32891.26096274607,6,0.4550128569571601,2012.9297306049803
258056,2022-05-27,,Corporate,East,Delhi,Furniture,Laptop,36835.47731120599,9,0.3099322058112047,4586.368284501032
279001,2023-04-14,,Home Office,West,Tamil Nadu,Clothing,Laptop,14148.20387448033,6,0.4002919226631659,1684.82301272138
239978,2023-10-14,Neha,Corporate,North,Gujarat,Electronics,Chair,49605.60831739467,5,0.35939436157631416,18880.2563830532
178343,2023-04-22,Neha,Consumer,South,Tamil Nadu,Furniture,Laptop,3260.395721376911,5,0.0822363488719347,11579.673404268804
365308,2022-04-27,Sneha,Home Office,West,Karnataka,Clothing,Shoes,12600.929075735457,2,0.3586479683765864,13607.131434350362
198696,2023-03-25,Priya,Home Office,West,Maharashtra,Furniture,Chair,44229.37534712003,9,0.2378660248335957,19702.067601450435
276282,2023-09-13,Amit,Consumer,East,Gujarat,Furniture,Shirt,12196.16237114813,8,0.13572953079466415,-381.631641371353
549042,2023-07-24,Vishal,Consumer,North,Tamil Nadu,Electronics,Phone,4271.78767279583,9,0.48321581323662194,15262.27815441008
501339,2023-06-19,Amit,Corporate,East,Tamil Nadu,Furniture,Phone,11350.710127869996,8,0.047947206201306825,10963.456940294567
277946,2022-07-05,Karan,Home Office,East,Delhi,Electronics,Phone,22628.392819648492,1,0.1288050018343257,4900.349151582508
788630,2023-04-17,Karan,Corporate,North,Tamil Nadu,Clothing,Table,13652.684550616306,4,0.4017717249030787,9595.123025027577
549777,2022-08-16,Priya,Home Office,East,Karnataka,Clothing,Laptop,32777.74408586256,7,0.41853388694039956,-4408.790295961863
327561,2022-07-19,Vishal,Home Office,North,Karnataka,Furniture,Chair,38012.32114089164,1,0.18508897177747446,-3927.38130286986
883930,2023-04-14,Priya,Consumer,East,Gujarat,Furniture,Shirt,17908.366028052533,8,0.4144767453658436,-2373.224378307924
486328,2023-06-20,Neha,Consumer,West,Karnataka,Electronics,Shirt,,7,0.33566319733320776,15327.224828545091
382247,2022-06-24,Rahul,Consumer,East,Gujarat,Electronics,Chair,29183.69638940235,7,0.12141760455339223,10918.443502344262
993093,2022-01-13,Vishal,Consumer,North,Tamil Nadu,Clothing,Chair,23126.212392984056,1,0.28909747073413394,9766.1371700048
694319,2022-02-22,Amit,Consumer,West,Gujarat,Clothing,Shirt,49123.803920308164,2,0.09739870832365544,5635.205631762123
642445,2023-12-10,Priya,Corporate,West,Tamil Nadu,Clothing,Shirt,48898.719816055804,6,0.3701776617122552,1849.5911372814744
241521,2023-07-16,Amit,Consumer,East,Gujarat,Electronics,Shoes,19331.187622491976,3,0.2101515069615562,-1485.1309851335827
174176,2023-08-25,Vishal,Corporate,West,Tamil Nadu,Furniture,Shoes,16472.49154996816,3,0.024535789411976372,13116.170861168746
899666,2023-12-23,Karan,Consumer,South,Tamil Nadu,Furniture,Phone,11599.373145073778,4,0.27099149518882754,10321.913405332976
866412,2022-06-14,,Home Office,West,Maharashtra,Electronics,Chair,35235.009541004714,8,0.4666955605859724,16134.050350965674
807161,2022-06-22,Rahul,Home Office,South,Maharashtra,Furniture,Table,35054.654831162195,2,0.2952213516471724,13595.1085550973
812252,2023-07-15,Sneha,Corporate,North,Tamil Nadu,Furniture,Table,26631.493203708476,5,0.1759211722374449,13119.594404779484
626925,2023-07-06,Karan,Corporate,West,Gujarat,Electronics,Shirt,4997.951284728303,8,0.09035827919816947,15019.703530637522
664485,2022-08-08,Priya,Consumer,West,Maharashtra,Clothing,Phone,14470.572080221156,6,0.08086417819501268,7863.138583472639
574665,2023-04-10,Neha,Consumer,West,Tamil Nadu,Clothing,Shoes,35939.67875369137,9,0.15258299170987627,9771.39903598548
297345,2023-11-05,Rahul,Home Office,South,Maharashtra,Electronics,Shirt,48218.54016930539,5,0.11587983448748024,10206.429715895072
674388,2022-05-12,Neha,Corporate,West,Maharashtra,Electronics,Laptop,19673.333815378213,6,0.4535505623156038,4754.101643285276
834750,2022-06-11,Sneha,Consumer,West,Tamil Nadu,Clothing,Shoes,12209.192668643467,2,0.23823482967006593,16393.64108986416
209767,2023-04-18,Priya,Consumer,East,Maharashtra,Clothing,Shirt,,6,0.2832366582217328,-404.6025278712823
646702,2023-06-17,Sneha,Consumer,South,Karnataka,Furniture,Laptop,25484.111783114648,3,0.4106197364139164,
759297,2023-09-04,Amit,Corporate,East,Gujarat,Furniture,Laptop,49147.7070710226,6,0.3923559256079155,-941.2643155478308
545899,2023-03-04,,Consumer,South,Delhi,Clothing,Shirt,46056.583136017856,7,0.2703724658925075,-1620.3641738539036
546991,2023-11-28,Priya,Corporate,West,Karnataka,Clothing,Shirt,29433.955857872927,6,0.44949415332282366,18233.34521953948
410375,2023-09-17,Karan,Home Office,North,Tamil Nadu,Clothing,Phone,15523.047762776108,2,0.30590054197256583,558.9722252733754
387795,2023-07-12,Amit,Consumer,North,Gujarat,Electronics,Shirt,36888.14051114901,2,0.4523675709284115,10041.193929261659
584137,2023-10-24,Sneha,Home Office,North,Gujarat,Clothing,Shirt,11010.83730561517,9,0.044985702125574845,2616.082728428605
823486,2022-01-30,Vishal,Corporate,South,Delhi,Furniture,Table,16602.36460327032,6,0.2147857943251107,18174.89753055623
382803,2022-03-27,Sneha,Corporate,East,Tamil Nadu,Furniture,Laptop,42774.98599806818,1,0.08014733782113298,9187.63758785708
346242,2022-01-19,Rahul,Consumer,East,Gujarat,Furniture,Table,40175.715223223095,5,0.07465455638139701,16040.617776912037
836778,2023-12-28,Sneha,Home Office,South,Tamil Nadu,Furniture,Table,49170.98769576171,7,0.222516187772775,-3760.1738167104695
236285,2023-06-17,Vishal,Corporate,North,Tamil Nadu,Electronics,Chair,16371.946819600807,9,0.10548181099079385,2428.61392567869
756449,2022-01-09,,Corporate,East,Tamil Nadu,Furniture,Shoes,48783.20012998539,9,0.4550065868281528,2784.585374221273
732942,2023-04-01,Rahul,Corporate,South,Maharashtra,Clothing,Phone,7119.225804226862,2,0.05385760052089583,5188.208714704226
601708,2022-12-23,Amit,Home Office,North,Karnataka,Clothing,Phone,34348.44682660041,8,0.3919689075079756,-2347.5924092356004
240749,2023-08-21,Vishal,Consumer,West,Delhi,Electronics,Phone,34175.20854606441,4,0.14235199712413243,1264.7293918114883
236984,2023-12-27,Sneha,Consumer,West,Tamil Nadu,Furniture,Shoes,9033.401780190032,9,0.44718729161344944,13705.580059310887
154189,2023-12-18,Amit,Home Office,West,Tamil Nadu,Furniture,Laptop,36215.91625056383,4,0.17977115811924999,18633.17442424344
510789,2023-04-24,Rahul,Corporate,North,,Electronics,Chair,45957.86413063935,5,0.4722783745600826,9038.105513557559
441207,2023-12-24,Amit,Corporate,South,Karnataka,Clothing,Phone,43340.236693343395,6,0.37781098140621694,3151.1212041176896
803700,2023-09-14,Priya,Corporate,South,Tamil Nadu,Clothing,Phone,16998.45661670669,4,0.19556640309225592,14833.158806643987
755538,2023-09-03,Sneha,Corporate,South,Tamil Nadu,Clothing,Chair,8974.190600004902,5,0.006868666092409048,18179.276473778078
879085,2022-05-12,Neha,Home Office,East,Maharashtra,Furniture,Chair,19595.216554324466,2,0.22614039532605384,7282.060545980639
714966,2023-05-08,Vishal,Corporate,West,Tamil Nadu,Clothing,Laptop,34043.52859254403,5,0.020598265215147293,15410.75297806758
484096,2022-09-25,Priya,Home Office,East,Gujarat,Clothing,Chair,3779.401528622623,9,0.18889817958421923,1375.2928891198599
353091,2023-08-15,Karan,Consumer,South,Karnataka,Furniture,Phone,20440.802371145146,3,0.47150669976975595,6555.66601568357
967392,2023-02-02,Vishal,Corporate,East,Gujarat,Electronics,Laptop,22220.429216315973,9,0.19954232845244357,14772.677195645785
911554,2022-05-20,Karan,Home Office,North,Gujarat,Furniture,Shoes,38788.79249334205,8,0.23337049869790727,2598.392649395172
798730,2023-02-09,Sneha,Consumer,South,Karnataka,Clothing,Shirt,44899.93111195521,1,0.09372288929465694,5287.435414871126
412051,2022-10-28,Karan,Home Office,North,Karnataka,Electronics,Shoes,24479.746383896403,6,0.24065388370122476,11334.620171784278
713712,2022-09-08,Sneha,Home Office,North,Tamil Nadu,Clothing,Phone,5618.171105400306,5,0.2694492865202824,8343.28619592382
370001,2023-04-18,Karan,Corporate,North,Gujarat,Electronics,Chair,30357.10521537697,4,0.45683606677259875,6163.917816035004
613904,2022-07-01,Rahul,Corporate,South,Delhi,Clothing,Phone,19905.885681218064,4,0.3711987691839799,-4142.622521362741
141025,2023-01-16,Amit,Consumer,West,Karnataka,Electronics,Shoes,19970.196066116703,9,0.34842960627521496,4426.338707693596
288210,2023-03-15,Vishal,Corporate,East,Tamil Nadu,Furniture,Table,16158.845646334048,1,0.2628490899495341,4125.071944669893
534848,2023-10-13,Amit,Home Office,North,Delhi,Clothing,Chair,13436.009181415757,5,0.24357627729207337,15703.737784517158
636350,2022-09-23,Neha,Consumer,North,Gujarat,Clothing,Table,20791.180922177282,7,0.02852871817012942,13318.648702410672
373672,2022-10-11,Neha,Home Office,South,Karnataka,Clothing,Laptop,29449.523353012508,7,0.3934812878777436,3684.4754458296393
516512,2023-12-16,Neha,Consumer,North,Maharashtra,Clothing,Chair,44824.884659429925,3,0.11625635711224486,19281.906558547063
832943,2022-12-31,Neha,Home Office,West,Maharashtra,Electronics,Shirt,39577.82059929125,6,0.30013821579271605,-1307.6748401253262
923837,2023-12-02,Karan,Home Office,North,Karnataka,Furniture,Shoes,8728.197447488568,6,0.1535767172554346,17241.28599160392
634876,2022-06-25,Karan,Home Office,North,Karnataka,Clothing,Laptop,33520.289604696365,6,0.33737622715154364,14359.772732051406
618727,2022-12-23,Priya,Home Office,East,Tamil Nadu,Furniture,Table,19246.086460722516,9,0.114731223680556,16776.06679644241
621430,2022-07-19,Amit,Corporate,East,Karnataka,Electronics,Laptop,35928.24654808304,1,0.47413161266000237,4365.845355643503
370146,2023-08-09,Vishal,Home Office,North,Maharashtra,Furniture,Laptop,26808.654667074006,8,0.002878157371064838,7501.3097286551165
325121,2023-03-19,Vishal,Home Office,East,Maharashtra,Electronics,Phone,42605.883712687304,4,0.07552570853701507,4841.796561851172
247309,2022-06-01,,Consumer,North,Maharashtra,Clothing,Chair,10268.841189006027,8,0.35160337024979565,9081.888046419841
329766,2023-08-19,Rahul,Consumer,West,Tamil Nadu,Furniture,Shoes,15746.800656417925,1,0.17928905835432318,4460.32908690751
489678,2023-04-13,Vishal,Home Office,West,Tamil Nadu,Clothing,Laptop,4630.1679190640625,3,0.264752949195795,-3427.159634080549
723982,2022-01-18,,Home Office,South,Maharashtra,Clothing,Phone,6637.908085958634,3,0.4500172001621304,10301.389349481526
472598,2022-04-06,Rahul,Corporate,West,Maharashtra,Clothing,Phone,17613.2470405547,1,0.4420345733021471,-4725.939221887553
663765,2022-05-18,Priya,Consumer,East,,Electronics,Chair,5744.57837761731,7,0.33217665106778155,16609.138977047907
777673,2023-08-27,,Corporate,West,Delhi,Clothing,Chair,19809.41696135059,3,0.15975633326720606,6008.497393461945
247718,2022-12-09,Amit,Home Office,South,Maharashtra,Furniture,Chair,49859.781556524715,1,0.4813486668582962,2244.78846410162
253939,2023-04-12,Priya,Home Office,North,Delhi,Electronics,Chair,48385.13286601062,4,0.00295583376126779,4056.6938614701357
347908,2022-01-31,,Home Office,East,Gujarat,Furniture,Chair,20686.827045821385,6,0.015067755636077873,8324.46476495605
528638,2023-02-02,Karan,Corporate,West,Delhi,Electronics,Table,14134.047721664663,4,0.42316598079123807,-97.89914625903475
304249,2023-05-22,,Consumer,North,Gujarat,Furniture,Shirt,37599.5283728912,5,0.07424296851100598,19527.647512206837
871706,2023-10-13,Amit,Home Office,West,Delhi,Clothing,Table,6372.202184165828,3,0.27579136428281725,-2982.190377783576
726045,2022-10-24,Amit,Corporate,East,Karnataka,Clothing,Laptop,1481.5741855707988,9,0.3141353048475116,10880.923862902799
165679,2023-01-12,Neha,Corporate,East,Tamil Nadu,Electronics,Phone,7310.648188242565,2,0.1570980150864788,17600.602790643068
129048,2023-01-16,Rahul,Corporate,North,Maharashtra,Clothing,Table,12739.251332308215,6,0.07223233958291281,-1580.2778019879374
451060,2022-03-06,Karan,Consumer,North,Delhi,Clothing,Laptop,11600.200023841706,4,0.14405134238591277,4902.334779496627
930738,2023-12-22,Rahul,Home Office,North,Gujarat,Electronics,Chair,35037.521955696575,4,0.06233820251456568,7048.578572421095
695600,2023-09-10,Rahul,Corporate,North,Delhi,Furniture,Phone,1127.5379863181638,5,0.3814193781449599,951.1238752550234
472397,2022-05-13,Amit,Corporate,South,Maharashtra,Furniture,Shirt,,1,0.30469394489610585,7859.135886983606
770608,2022-05-13,Sneha,Corporate,West,Tamil Nadu,Electronics,Shoes,9122.537960149335,1,0.211175466864015,7183.976284962724
668933,2023-06-26,Priya,Home Office,North,Karnataka,Electronics,Laptop,18269.600111504198,4,0.1960067883192193,9184.137942896308
498968,2022-12-18,Vishal,Consumer,West,Delhi,Clothing,Table,22843.20691734156,7,0.2571256710352098,6744.962532865735
563134,2022-04-08,Amit,Consumer,East,Maharashtra,Furniture,Chair,27937.476745664368,5,0.3098563572063998,19986.71397967421
751406,2022-12-03,Vishal,Corporate,West,Karnataka,Furniture,Chair,21957.28605321733,5,0.46938320593533817,5793.405826276354
706954,2022-03-19,Priya,Consumer,North,Gujarat,Furniture,Laptop,24830.171558928392,1,0.32011608568050137,6701.439401346055
872997,2023-03-08,Priya,Corporate,West,Gujarat,Electronics,Shoes,32612.416710916077,1,0.44654143304273086,17802.4074388947
449379,2023-11-06,Priya,Corporate,South,Tamil Nadu,Furniture,Shoes,43224.478795608215,7,0.3649454241145529,3062.8525516177715
302268,2022-05-13,Rahul,Home Office,East,Delhi,Furniture,Phone,22933.354929377747,2,0.2728060768101715,17284.248817836906
207009,2022-09-15,Karan,Corporate,South,Gujarat,Electronics,Laptop,13342.775089327522,6,0.3019326473482156,15882.201666861652
207450,2023-01-08,Rahul,Home Office,South,Tamil Nadu,Electronics,Table,47794.14994037248,9,0.3713911373873866,4109.195403020287
236260,2023-05-07,Sneha,Corporate,North,Gujarat,Clothing,Phone,30814.46257422813,8,0.1259031993746627,6963.986314854097
100215,2022-11-02,Karan,Corporate,North,Gujarat,Clothing,Shoes,19394.56902942727,6,0.4551941995106845,-3941.4519752746164
107265,2022-05-13,Priya,Consumer,South,Delhi,Clothing,Phone,47873.2695203,8,0.2494783392569327,11505.100001120925
962781,2023-09-07,Amit,Consumer,East,Karnataka,Furniture,Chair,8668.859844817598,9,0.11497181525163713,5532.682472793393
110207,2023-12-17,Neha,Corporate,North,Tamil Nadu,Clothing,Chair,27923.26686705061,1,0.42029203345788474,12655.6429128235
689428,2023-01-28,Karan,Home Office,West,Karnataka,Furniture,Laptop,15550.87224229135,2,0.20846537017422095,-274.31504201325515
658830,2022-04-13,Amit,Consumer,West,Karnataka,Furniture,Table,11536.482020062484,5,0.4775858015681603,12335.799630488982
824188,2023-09-12,Neha,Corporate,West,Delhi,Clothing,Laptop,392.7221784733856,5,0.035260655724059065,14947.083578868445
652433,2022-05-02,Rahul,Corporate,South,Delhi,Furniture,Phone,3995.8602815395643,4,0.46772237971109204,-2743.0792336846794
338009,2022-08-20,Amit,Corporate,East,,Electronics,Laptop,23871.833916101074,2,0.47569811876548496,1614.7738848475246
675610,2022-08-28,,Home Office,East,Gujarat,Electronics,Chair,7098.9734938712145,5,0.23816041037862923,2090.8737155851277
312235,2022-07-20,Karan,Corporate,West,Karnataka,Electronics,Shoes,4043.2562813216173,9,0.16884269576413702,18775.808545375618
169351,2023-05-03,Karan,Corporate,West,Maharashtra,Electronics,Shirt,25999.805222538995,6,0.04141348434670383,-3897.4351411059297
152528,2023-08-07,Rahul,Home Office,East,Maharashtra,Furniture,Shirt,42682.186377047,4,0.11988674183358644,8957.060992808942
810381,2023-08-01,Karan,Corporate,South,Tamil Nadu,Clothing,Chair,26128.149302890266,4,0.4627986822034075,18534.297081227374
394786,2022-07-01,Rahul,Consumer,North,Tamil Nadu,Clothing,Shirt,45660.08051151957,5,0.37006782908492825,11298.016757998897
250322,2022-10-23,Karan,Home Office,West,Karnataka,Clothing,Laptop,13366.907897579398,3,0.3669720858835814,3142.063344344777
743294,2023-05-10,Neha,Consumer,North,Maharashtra,Furniture,Shoes,37002.53358620434,7,0.46286853103653935,-4686.701089873109
143001,2023-07-22,Amit,Home Office,North,Tamil Nadu,Clothing,Table,29562.833968857616,8,0.21516607849755942,10972.488793876188
840427,2023-02-07,Sneha,Corporate,North,Delhi,Furniture,Laptop,21234.655816360853,1,0.3255422857946143,18011.954622613805
881738,2022-10-16,Amit,Home Office,South,Karnataka,Furniture,Laptop,33027.16086456191,3,0.1483286752623848,11655.212094779221
466338,2023-03-12,Rahul,Corporate,East,Karnataka,Furniture,Laptop,42325.43357700512,9,0.49990289102367624,-686.9517970206916
725107,2023-05-18,Vishal,Corporate,South,Tamil Nadu,Furniture,Shoes,41405.821292717796,3,0.3428378925491731,-3110.8316594610314
349402,2022-01-23,Rahul,Corporate,East,Delhi,Furniture,Table,27762.318220552937,7,0.1915959231295074,9174.869907447213
308106,2023-03-30,,Consumer,East,Karnataka,Clothing,Laptop,28290.215603547196,2,0.4006311609441829,5634.20168691113
821747,2022-09-18,,Consumer,South,Tamil Nadu,Clothing,Chair,46745.687527217975,6,0.2559865400203708,7304.055836693076
155426,2023-10-09,Rahul,Corporate,East,Gujarat,Electronics,Shoes,39446.33629868242,1,0.26992356244460897,-2646.1469306496547
980278,2022-10-24,Vishal,Consumer,South,Delhi,Electronics,Shirt,14411.227552078262,9,0.4198020893424835,2389.6135741767403
512003,2023-02-28,,Home Office,North,Karnataka,Electronics,Shoes,5961.214753371219,5,0.4642478955379328,1963.933378080792
195696,2022-04-03,Rahul,Home Office,South,Tamil Nadu,Furniture,Shoes,30864.859011892237,8,0.11576565350895934,7639.885906096326
213034,2022-11-02,Vishal,Corporate,West,Karnataka,Furniture,Chair,,5,0.09975492403007769,11919.664929979604
400486,2022-12-27,Vishal,Corporate,South,Gujarat,Clothing,Chair,17991.49229342106,3,0.41350525777600744,6456.681611320277
500826,2022-07-31,Amit,Home Office,East,Gujarat,Clothing,Phone,36667.76359060977,8,0.3691941876604912,3312.8797306300658
828829,2022-08-13,Priya,Home Office,South,Tamil Nadu,Furniture,Chair,7043.083294247552,1,0.47978809589499916,15363.3118334576
290868,2023-05-27,Neha,Corporate,West,Delhi,Furniture,Table,11895.443000574844,5,0.35162127619393996,17633.330837058093
848353,2023-03-29,Amit,Home Office,North,Delhi,Furniture,Table,3632.350589409523,9,0.4489243076267765,5738.404780543799
543258,2022-07-14,Amit,Corporate,North,Gujarat,Furniture,Chair,41058.58728518073,3,0.3003550612231105,12982.12576119959
833547,2023-10-08,Neha,Home Office,South,Gujarat,Clothing,Phone,43771.38838862761,1,0.11782632336311921,18233.74164041544
694507,2022-02-14,Vishal,Consumer,South,Delhi,Furniture,Chair,20798.14329978066,6,0.2337689605949106,2489.7465828558743
927385,2022-08-09,Rahul,Corporate,East,Maharashtra,Furniture,Chair,36011.35243491604,1,0.2915834763859998,19214.601054622235
582615,2023-12-27,Rahul,Corporate,North,Tamil Nadu,Electronics,Shirt,48417.58263397818,3,0.31270790315178454,799.1290066146339
105209,2023-12-09,Karan,Home Office,East,Gujarat,Furniture,Shoes,21911.994508355096,7,0.0772362637028261,6820.3878913266635
566933,2022-04-17,Sneha,Home Office,West,Maharashtra,Electronics,Shoes,30223.71254428795,8,0.4458420642235941,-4212.414690935324
309486,2022-06-03,Priya,Corporate,South,Tamil Nadu,Furniture,Table,47791.65593142698,9,0.08566541607644718,12312.48140015284
292994,2022-04-02,,Home Office,South,Delhi,Furniture,Shoes,13615.780585412924,9,0.47318045707385387,15763.313467418975
251152,2023-07-10,Neha,Corporate,West,Delhi,Furniture,Laptop,10894.345088323245,9,0.4291353338903541,12849.473980359911
515882,2022-04-27,Priya,Consumer,North,Gujarat,Furniture,Shoes,41810.04525015051,1,0.4726017269944687,10808.388967017992
697897,2023-12-09,Neha,Consumer,North,Delhi,Clothing,Shirt,20493.85052952883,2,0.1941110981111942,11785.897018752723
213688,2022-12-19,Amit,Corporate,South,Tamil Nadu,Furniture,Laptop,35658.73446549381,6,0.19247203329986762,17546.491359246716
138409,2022-05-19,Amit,Home Office,South,Maharashtra,Furniture,Chair,29772.319561523454,5,0.26305304233125715,5358.582351927065
217674,2023-10-11,Amit,Corporate,South,Karnataka,Electronics,Table,41509.08673178409,4,0.22122466914253663,-1266.6093556010628
584710,2022-11-26,Neha,Consumer,West,Gujarat,Electronics,Chair,1521.2678939859236,8,0.29855794106497013,18376.20538864167
973216,2023-10-19,Rahul,Consumer,South,Delhi,Furniture,Chair,12280.129952997651,8,0.29989763530840985,
219176,2023-05-18,Karan,Consumer,West,Gujarat,Furniture,Table,6160.9514842565895,6,0.3987050544975011,14689.31343649375
